高斯奥特曼最终决战-原声版|高斯奥特曼2蓝色星球-原声版|0.468807230938|
高斯奥特曼最终决战-原声版|高斯奥特曼日月第一击-原声版|0.421159786317|
高斯奥特曼最终决战-原声版|迪迦奥特曼超时空决战-原声版|0.325657739705|
高斯奥特曼最终决战-原声版|梦比优斯奥特兄弟-原声版|0.320889851865|
高斯奥特曼最终决战-原声版|高斯奥特曼日月第一击-国语版|0.302396078137|
高斯奥特曼最终决战-原声版|高斯奥特曼2蓝色星球-国语版|0.251174937315|
高斯奥特曼最终决战-原声版|梦比优斯奥特曼外传暗黑盔甲上-原声版|0.248304272325|
高斯奥特曼最终决战-原声版|高斯奥特曼最终决战-国语版|0.244180766485|
高斯奥特曼最终决战-原声版|迪迦奥特曼超时空决战-国语版|0.23504935668|
高斯奥特曼最终决战-原声版|铠甲勇士之帝皇侠|0.234681737869|
高斯奥特曼最终决战-原声版|奥特曼梦比优斯复活的恶灵上-原声版|0.2199870999|
高斯奥特曼最终决战-原声版|梦比优斯奥特兄弟-国语版|0.216851731466|
高斯奥特曼最终决战-原声版|奥特曼梦比优斯复活的恶灵下-原声版|0.201309036882|
高斯奥特曼最终决战-原声版|迪迦奥特曼星光战士-原声版|0.173913612267|
高斯奥特曼最终决战-原声版|梦比优斯奥特曼外传暗黑盔甲下-原声版|0.160538213769|
高斯奥特曼最终决战-原声版|熊出没之过年-原声版|0.152889092279|
高斯奥特曼最终决战-原声版|迪迦奥特曼星光战士-国语版|0.150441638061|
高斯奥特曼最终决战-原声版|朵拉美人鱼王国探险-原声版|0.116941069241|
高斯奥特曼最终决战-原声版|美食从天降-原声版|0.112193638801|
高斯奥特曼最终决战-原声版|洛克王国2圣龙的心愿-国语版|0.111167142941|
未知死亡【印】|罪孽-原声|0.707106781187|
未知死亡【印】|叛逃【粤】（跟播）|0.5|
未知死亡【印】|人鬼情未了-原声|0.25|
未知死亡【印】|三傻大闹宝莱坞【国】|0.213200716356|
未知死亡【印】|咒怨2-国语|0.204124145232|
未知死亡【印】|食为奴【国】（跟播）|0.204124145232|
未知死亡【印】|美国情事-原声|0.188982236505|
未知死亡【印】|连锁信-原声|0.188982236505|
未知死亡【印】|斯巴达300勇士|0.154303349962|
未知死亡【印】|霍比特人1：意外之旅-原声|0.13130643286|
未知死亡【印】|谢利-原声|0.123091490979|
未知死亡【印】|街尾凶宅-原声|0.123091490979|
未知死亡【印】|救火英雄-国语|0.111803398875|
未知死亡【印】|地底异兽【英】|0.109108945118|
未知死亡【印】|巨蟒大战恐鳄|0.102062072616|
未知死亡【印】|地心引力-国语|0.0805822964025|
未知死亡【印】|超级魔术师-原声|0.0785674201318|
未知死亡【印】|怪物在巴黎-原声|0.077151674981|
未知死亡【印】|超级女特工-原声|0.0659380473396|
未知死亡【印】|功夫小蝇-原声|0.0610847221782|
霍比特人意外之旅-国语版|纳尼亚传奇-中文版|0.169333502667|
霍比特人意外之旅-国语版|霍比特人2史矛革之战-国语版|0.137934314767|
霍比特人意外之旅-国语版|新特警判官-原声版|0.13130643286|
霍比特人意外之旅-国语版|金蝉脱壳-国语版|0.129099444874|
霍比特人意外之旅-国语版|指环王护戒使者-中文版|0.117851130198|
霍比特人意外之旅-国语版|我们曾经是战士-原声版|0.117851130198|
霍比特人意外之旅-国语版|木乃伊NEW-中文版|0.117851130198|
霍比特人意外之旅-国语版|指环王2双塔奇兵[国]|0.117851130198|
霍比特人意外之旅-国语版|指环王3王者归来[国]|0.117851130198|
霍比特人意外之旅-国语版|木乃伊2NEW-中文版|0.117851130198|
霍比特人意外之旅-国语版|小镇怪客托马斯-原声版|0.114332390095|
霍比特人意外之旅-国语版|超人钢铁之躯-国语版|0.105409255339|
霍比特人意外之旅-国语版|环太平洋-国语版|0.0977647433476|
霍比特人意外之旅-国语版|加勒比海盗4惊涛怪浪-国语版|0.0971285862357|
霍比特人意外之旅-国语版|终结者2018NEW-原声版|0.0928476690885|
霍比特人意外之旅-国语版|命运派对-粤语版|0.0890870806375|
霍比特人意外之旅-国语版|斯巴达300勇士-国语版|0.0875376219065|
霍比特人意外之旅-国语版|生化危机5惩罚-国语版|0.0846667513335|
霍比特人意外之旅-国语版|变形金刚2-国语版new|0.0845154254729|
霍比特人意外之旅-国语版|指环王3王者归来[英]|0.0833333333333|
海底总动员-中文版|海底大冒险2-原声版|0.183941801845|
海底总动员-中文版|标点符号(上):语文|0.162221421131|
海底总动员-中文版|海底总动员-原声版|0.148864585513|
海底总动员-中文版|爱丽丝漫游仙境动画-国语版|0.132453235707|
海底总动员-中文版|海鲜陆战队-国语版|0.132453235707|
海底总动员-中文版|美女与野兽-原声版|0.123692673999|
海底总动员-中文版|风中奇缘-原声版|0.118033421305|
海底总动员-中文版|有趣的中国字空中幼儿园语文new|0.114707866935|
海底总动员-中文版|大都会-原声版|0.108147614087|
海底总动员-中文版|魔发奇缘-原声版|0.10375716958|
海底总动员-中文版|木偶奇遇记-原声版|0.10375716958|
海底总动员-中文版|猫和老鼠巨人大冒险-原声版|0.0979883001696|
海底总动员-中文版|美食从天降-国语版|0.0978231976089|
海底总动员-中文版|恐龙-原声版|0.0978231976089|
海底总动员-中文版|机器人总动员-国语版|0.0943022903225|
海底总动员-中文版|小飞象-原声版|0.0936585811582|
海底总动员-中文版|小熊维尼历险记-原声版|0.0936585811582|
海底总动员-中文版|朵拉友谊日探险-国语版|0.0930278764676|
海底总动员-中文版|丁丁动画版鲨鱼湖-原声版|0.0926979549319|
海底总动员-中文版|朵拉拯救雪公主-原声版|0.0917662935482|
哆啦A梦之大雄的南海大冒险-原声版|哆啦A梦之大雄与银河超特快列车-国语版|0.347951136785|
哆啦A梦之大雄的南海大冒险-原声版|蜡笔小新之搞怪游乐园大冒险-国语版|0.232806907125|
哆啦A梦之大雄的南海大冒险-原声版|柯南真人版4京都杀人事件-原声版|0.221600597088|
哆啦A梦之大雄的南海大冒险-原声版|猫和老鼠幽灵出现-国语版|0.21591218717|
哆啦A梦之大雄的南海大冒险-原声版|铠甲勇士之帝皇侠|0.188362646168|
哆啦A梦之大雄的南海大冒险-原声版|梦比优斯奥特兄弟-国语版|0.182339923196|
哆啦A梦之大雄的南海大冒险-原声版|蜡笔小新之战国大会战-国语版|0.180687605166|
哆啦A梦之大雄的南海大冒险-原声版|蜡笔小新之不理不理王国的秘宝-国语版|0.180002739658|
哆啦A梦之大雄的南海大冒险-原声版|赛尔号4圣魔之战-国语版|0.179776693055|
哆啦A梦之大雄的南海大冒险-原声版|神秘世界历险记-国语版|0.176566803307|
哆啦A梦之大雄的南海大冒险-原声版|蜡笔小新之猪蹄大作战-国语版|0.175060756626|
哆啦A梦之大雄的南海大冒险-原声版|猪猪侠之窘窘危机-国语版new|0.173842764935|
哆啦A梦之大雄的南海大冒险-原声版|哆啦A梦之大雄的太阳王传说-国语版|0.172818524848|
哆啦A梦之大雄的南海大冒险-原声版|蜡笔小新之云黑斋的野心-国语版|0.172432623679|
哆啦A梦之大雄的南海大冒险-原声版|哆啦A梦之大雄与云之国-国语版|0.171559917563|
哆啦A梦之大雄的南海大冒险-原声版|蜡笔小新之黑暗珠珠大追击-国语版|0.171171212274|
哆啦A梦之大雄的南海大冒险-原声版|猫和老鼠落汤猫-国语版new|0.170296147057|
